ID;#stm_sap_meldnr;stm_mon_nr;stm_vl_post;stm_sap_meld_ddt;stm_sap_mon_meld_ddt;stm_sap_meldtekst_lang;stm_mon_begin_ddt;stm_sap_meldtekst;stm_mon_toelichting_trdl;stm_oh_pg_mld;stm_geo_mld;stm_geo_mld_uit_functiepl;stm_equipm_nr_mld;stm_equipm_soort_mld;stm_equipm_omschr_mld;stm_km_van_mld;stm_km_tot_mld;stm_prioriteit;stm_scenario_mon;stm_status_melding_sap;stm_mon_nr_status_omschr;stm_mon_nr__statuscode;stm_mon_nr_status_wijzdd;stm_aanngeb_ddt;stm_aanntpl_ddt;stm_oh_pg_gst;stm_geo_gst;stm_geo_gst_uit_functiepl;stm_equipm_nr_gst;stm_equipm_soort_gst;stm_equipm_omschr_gst;stm_objectdl_code_gst;stm_objectdl_groep_gst;stm_km_van_gst;stm_km_tot_gst;stm_progfh_in_ddt;stm_progfh_in_invoer_ddt;stm_progfh_gw_ddt;stm_progfh_gw_lwd_ddt;stm_progfh_hz;stm_oorz_groep;stm_oorz_code;stm_oorz_tkst;stm_veroorz_groep;stm_veroorz_code;stm_veroorz_tekst_kort;stm_effect;stm_afspr_aanvangddt;stm_fh_status;stm_mon_vhdsincident;stm_tao_indicator;stm_tao_indicator_vorige;stm_tao_soort_mutatie;stm_tao_telling_mutatie;stm_tao_beinvloedbaar_indicator;stm_evb;stm_dir_betrok_tr;stm_aangelegd_dd;stm_aangelegd_tijd;stm_sap_melddatum;stm_sap_meldtijd;stm_mon_begindatum;stm_mon_begintijd;stm_contractgeb_mld;stm_functiepl_mld;stm_techn_mld;stm_contractgeb_gst;stm_functiepl_gst;stm_techn_gst;stm_aanngeb_dd;stm_aanngeb_tijd;stm_aanntpl_dd;stm_aanntpl_tijd;stm_arbeid;stm_progfh_gw_lwd_datum;stm_progfh_gw_lwd_tijd;stm_progfh_gw_duur;stm_progfh_gw_teller;stm_afspr_aanvangdd;stm_afspr_aanvangtijd;stm_controle_dd;stm_akkoord_mon_toewijz;stm_status_sapnaarmon;stm_fact_jn;stm_akkoord_melding_jn;stm_afsluit_ddt;stm_afsluit_dd;stm_afsluit_tijd;stm_rec_toegev_ddt;stm_hinderwaarde;stm_actie;stm_standplaats;stm_status_gebr;stm_wbi_nummer;stm_projnr;stm_oorz_tekst_kort;stm_historie_toelichting;stm_schade_verhaalb_jn;stm_schadenr;stm_schade_status_ga;stm_schade_statusdatum;stm_relatiervo_vorig;stm_relatiervo_volgend;stm_relatiervo;stm_pplg_van;stm_pplg_naar;stm_dstrglp_van;stm_dstrglp_naar;stm_afspr_func_hersteldd;stm_afspr_func_hersteltijd;stm_sorteerveld;stm_rapportage_maand;stm_rapportage_jaar;stm_x_bron_publ_dt;stm_x_bron_bestandsnaam;stm_x_bron_arch_dt;stm_x_actueel_ind;stm_x_run_id;stm_x_bk;stm_x_start_sessie_dt;stm_x_vervallen_ind
192836;70373497;0.0;;25/05/2018 20:01:15;25/05/2018 20:01:15;Bd-Gz : Km 3.4 - 3.6 rechter zijde kranten gedumpt.;;Bd-Gz : Km 3.4 - 3.6 rechter zijde krant;;20O;123;123.0;11563960.0;PLAATSBEP;Plaatsbepaling 123 Bd-Tb;0.0;0.0;5.0;;MINB PAGE;;;00/00/0000;25/05/2018 20:04:37;25/05/2018 21:05:36;20O;123;123.0;11563960.0;PLAATSBEP;Plaatsbepaling 123 Bd-Tb;O827;OAFVA001;0.0;0.0;25/05/2018 22:00:01;25/05/2018 21:55:26;;;;ONR-DERD;150.0; Kranten langs spoor.;ONREGDER;T;;;25/05/2018 20:15:00;1.0;;N;;;0;NB;0,00;;25/05/2018;20:04:34;25/05/2018;20:01:15;;;20.0;123-103-1000031466;O;20.0;123-103-1000031466;O;25/05/2018;20:04:37;25/05/2018;21:05:36;0.0;;;0;1.0;25/05/2018;20:15:00;;;;;N;;;00:00:00;25/05/2018 20:04:34;0.0;;3.0;TAON;;;Kranten langs spoor.;;;0.0;;;;;;;;;;25/05/2018;22:00:00;;5;2018;28/05/2018 07:14:17;E:\Informatica\Inbox\Informatica\SAP\Storingen\20180604054505_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;6491;3775442;04/06/2018 05:46:15;0
192839;70373500;0.0;;25/05/2018 20:44:43;25/05/2018 20:44:43;Crs : Wl-931/75B  Grendel B zijde kan niet genomen worden.;;Crs : Wl-931/75B  Grendel B zijde kan ni;;12B;87;87.0;10267314.0;WISSEL;87 Wl 931/75B EW 1:9;24792.0;24824.0;2.0;;MINB PAGE;;;00/00/0000;25/05/2018 20:47:42;25/05/2018 21:28:01;12B;87;87.0;10267314.0;WISSEL;87 Wl 931/75B EW 1:9;W331;WISSEL02;24792.0;24824.0;;;;;;ONR-DERD;147.0; bedieningsfout;ONREGDER;S;;;;2.0;;N;N;;0;NB;0,00;;25/05/2018;20:47:40;25/05/2018;20:44:43;;;12.0;087-302-1000255481;S;12.0;087-302-1000255481;B;25/05/2018;20:47:42;25/05/2018;21:28:01;0.0;;;0;0.0;00/00/0000;00:00:00;24/07/2018;;;;N;;;00:00:00;25/05/2018 20:47:40;0.0;;4.0;TAOG CAOG CAON HABO;;;bedieningsfout;;;0.0;;;;;;;;;;00/00/0000;00:00:00;931/75B;8;2018;06/08/2018 05:45:05;E:\Informatica\Inbox\Informatica\SAP\Storingen\20180806054505_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;84631;3775443;06/08/2018 05:47:13;0
839222;80881166;0.0;;01/03/2017 08:28:37;01/03/2017 08:28:37;Hr : INFO+ 12041 onderste helft blauw/grijs.;;Hr : INFO+ 12041 onderste helft blauw/gr;;58T;9;9.0;11189571.0;VISUELERIS;Hr TBP-CK-sp2-1(12041);137900.0;137900.0;2.0;;MINB;;;00/00/0000;01/03/2017 08:28:40;01/03/2017 08:29:29;58T;9;9.0;11189571.0;VISUELERIS;Hr TBP-CK-sp2-1(12041);;;137900.0;137900.0;;;;;;TECHONV;221.0;  Is al bekend ovv Mv 338945 20161202: Frontje moet worden vervangen. Frontjes zijn nog niet op voorraad en er is een grenswachter nod ig.;;;;;;1.0;;N;N;;0;B;0,00;;01/03/2017;08:28:37;01/03/2017;08:28:37;;;58.0;009-808-1000049319;T;58.0;009-808-1000049319;T;01/03/2017;08:28:40;01/03/2017;08:29:29;0.0;;;0;0.0;00/00/0000;00:00:00;;;;;N;;;00:00:00;01/03/2017 08:28:37;0.0;;2.0;TAON;;;;;;0.0;;;;;;;;;;00/00/0000;00:00:00;HR;7;2017;17/07/2017 09:25:15;E:\Informatica\Inbox\Informatica\SAP\Storingen\20170717092515_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;162293;3731534;17/07/2017 09:27:43;0
839225;80881167;0.0;;01/03/2017 10:47:54;01/03/2017 10:47:54;Esta-Ah : Ovw 7.0 in storing (ondanks stroppen etc) Gebied is reeds bd WBI NO777671;;Esta-Ah : Ovw 7.0 in storing (ondanks st;;28S;41;41.0;10211386.0;OVERWEG;AHOB 7.0 EST-AH 1E WETERINGSEWAL / LINGE;7081.0;7081.0;5.0;;MINB PAGE;;;00/00/0000;01/03/2017 10:47:54;01/03/2017 11:00:01;28S;41;41.0;10211386.0;OVERWEG;AHOB 7.0 EST-AH 1E WETERINGSEWAL / LINGE;O017;OBEV0001;7082.0;7082.0;01/03/2017 10:50:01;01/03/2017 12:30:34;;;;ONR-RIB;133.0; overig;ONREGRIB;D;;;01/03/2017 10:47:54;4.0;;N;N;;0;B;0,00;;01/03/2017;10:47:54;01/03/2017;10:47:54;;;28.0;041-204-1000100351;S;28.0;041-204-1000100351;S;01/03/2017;10:47:54;01/03/2017;11:00:01;0.0;;;0;2.0;01/03/2017;10:47:54;19/06/2017;;;;N;;;00:00:00;01/03/2017 10:47:54;0.0;;2.0;TAOG CAOG CAON AKOG;NO777671;D-002787;overig;;N;0.0;;;;;;;;;;01/03/2017;18:00:01;7.0;7;2017;17/07/2017 09:25:15;E:\Informatica\Inbox\Informatica\SAP\Storingen\20170717092515_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;162293;3731535;17/07/2017 09:27:43;0
839227;80881168;0.0;;01/03/2017 09:32:15;01/03/2017 09:32:15;UT :  INFO+ 15063 en 15574 geen info.;;UT :  INFO+ 15063 en 15574 geen info.;;51T;531;531.0;11554786.0;VISUELERIS;Ut TBP-CG-sp20-4(15063);35100.0;35100.0;4.0;;MINB;;;00/00/0000;01/03/2017 09:32:18;01/03/2017 09:33:41;51T;531;531.0;11554786.0;VISUELERIS;Ut TBP-CG-sp20-4(15063);;;35100.0;35100.0;;;;;;TECHONV;221.0;  Backlight stond uit. Deze aangezet. Melder stond er nog en zag dat het bord weer reisinfo toonde;;;;;;1.0;;N;N;;0;B;0,00;;01/03/2017;09:32:15;01/03/2017;09:32:15;;;51.0;531-808-1000134856;T;51.0;531-808-1000134856;T;01/03/2017;09:32:18;01/03/2017;09:33:41;0.0;;;0;0.0;00/00/0000;00:00:00;;;;;N;;;00:00:00;01/03/2017 09:32:15;0.0;;4.0;TAON;;;;;;0.0;;;;;;;;;;00/00/0000;00:00:00;UT;7;2017;17/07/2017 09:25:15;E:\Informatica\Inbox\Informatica\SAP\Storingen\20170717092515_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;162293;3731536;17/07/2017 09:27:43;0
839230;80881169;4178671.0;AMR;01/03/2017 09:35:46;01/03/2017 09:44:00;Sgn : Ovw 21.6 rode lamp defect.;01/03/2017 09:44:00;Sgn : Ovw 21.6 rode lamp defect.;F2 - Storing overwegen;06S;73;73.0;10247654.0;OVERWEG;AHOB 21.6 HDR-HWD Zuiderweg;21612.0;21612.0;2.0;;MINB PAGE;;3.0;14/04/2017;01/03/2017 09:35:47;01/03/2017 09:55:00;06S;73;73.0;10247654.0;OVERWEG;AHOB 21.6 HDR-HWD Zuiderweg;O171;OVWG0001;21612.0;21612.0;01/03/2017 10:10:01;01/03/2017 10:29:31;;;;ONR-DERD;151.0; Alles gecontroleerd  Alles  in orde.;ONREGDER;O;;;;1.0;J;J;J;Ongewijzigd;0;NB;0,30;3037, 3022;01/03/2017;09:35:46;01/03/2017;09:35:46;01/03/2017;09:44:00;6.0;073-204-1000047375;S;6.0;073-204-1000047375;S;01/03/2017;09:35:47;01/03/2017;09:55:00;0.0;;;0;1.0;00/00/0000;00:00:00;07/03/2017;J;1.0;;N;;;00:00:00;01/03/2017 09:35:46;0.0;;4.0;TAOG CAOG CAON AKOG;;;Alles gecontroleerd  Alles  in orde.;++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++20170413 - 230043 - noreply@prorail.nlStatus gewijzigd van Concept naar Compleet op 01-03-2017 10.24 doorTrdl_Amr_63(PRO-VKL): Toelichting: rode lamp voor wegverkeer defect. Bijnader onderzoek bleek alles gewoon te werken. Status gewijzigd vanCompleet naar Vrijgegeven op 01-03-2017 10.41 door Kalisvaart_3_Amr(PRO-VKL): Toelichting: rode lamp voor wegverkeerdefect. Bij nader onderzoek bleek alles gewoon te werken. Status gewijzigd van Vrijgegeven naar Afgewezen op 08-03-2017 01.00 doorSysteemgebruiker SAP(IM): Toelichting: 7-3-17 MR: lamp functioneerde erwas niets aan de hand. Onterechte melding Status gewijzigd van Afgewezennaar Vrijgegeven op 14-03-2017 13.23 door JohanvDongen(R7)(PRO-VKL):Toelichting: melding binnengekomen door derden via PuCo aan MKS.hierdoor aanwijzing AHOB/AKI en vtg opgelopen. Valse meldingen = helaas.Door SAP 28 dagen na laatste wijzigings-datum status MON automatisch gefiatteerd;;0.0;;;;;;SGN;;SGN;HWD;00/00/0000;00:00:00;21.6;7;2017;17/07/2017 09:25:15;E:\Informatica\Inbox\Informatica\SAP\Storingen\20170717092515_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;162293;3731537;17/07/2017 09:27:43;0
839232;80881170;0.0;;01/03/2017 09:44:58;01/03/2017 09:44:58;Ledn : INFO+ 50076 en 50079 gestoord.;;Ledn : INFO+ 50076 en 50079 gestoord.;;59T;534;534.0;11490338.0;VISUELERIS;Ledn Argos-hal-1(50076);45580.0;45580.0;4.0;;MINB;;;00/00/0000;01/03/2017 09:45:00;01/03/2017 09:45:44;59T;534;534.0;11490338.0;VISUELERIS;Ledn Argos-hal-1(50076);;;45580.0;45580.0;;;;;;TECHONV;221.0; 50076 software herstart. Surtronic heeft 50076 software herstart. Surtronic heeft 50079 reboot gegeven. Werkt weer.;;;;;;1.0;;N;N;;0;B;0,00;;01/03/2017;09:44:57;01/03/2017;09:44:58;;;59.0;534-808-1000014906;T;59.0;534-808-1000014906;T;01/03/2017;09:45:00;01/03/2017;09:45:44;0.0;;;0;0.0;00/00/0000;00:00:00;;;;;N;;;00:00:00;01/03/2017 09:44:57;0.0;;5.0;TAON;;;50076 software herstart. Surtronic heeft;;;0.0;;;;;;;;;;00/00/0000;00:00:00;LEDN;7;2017;17/07/2017 09:25:15;E:\Informatica\Inbox\Informatica\SAP\Storingen\20170717092515_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;162293;3731538;17/07/2017 09:27:43;0
839236;80881172;0.0;;01/03/2017 09:56:09;01/03/2017 09:56:09;Amr : Wpk 3-029 problemen VIEW.;;Amr : Wpk 3-029 problemen VIEW.;;54P;620;620.0;11241234.0;ICTINFRA;Post21 werkplekken Alkmaar;0.0;0.0;4.0;;MINB;;;00/00/0000;01/03/2017 09:56:13;01/03/2017 09:57:58;54P;620;620.0;11241234.0;ICTINFRA;Post21 werkplekken Alkmaar;;;0.0;0.0;;;;;;;; gebruiker kan niet inloggen. na controle gebruiker kan niet inloggen. na controleren van het account dat zei gebruikt blijkt deze niet te bestaan. doorverwezen naar de pos tbeheerder om het goede account te achterhalen.;;;;;;1.0;;N;N;;0;B;0,00;;01/03/2017;09:56:08;01/03/2017;09:56:09;;;54.0;620-501-1000053561;P;54.0;620-501-1000053561;P;01/03/2017;09:56:13;01/03/2017;09:57:58;0.0;;;0;0.0;00/00/0000;00:00:00;;;;;N;;;00:00:00;01/03/2017 09:56:08;0.0;;4.0;TAON;;;gebruiker kan niet inloggen. na controle;;;0.0;;;;;;;;;;00/00/0000;00:00:00;;7;2017;17/07/2017 09:25:15;E:\Informatica\Inbox\Informatica\SAP\Storingen\20170717092515_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;162293;3731540;17/07/2017 09:27:43;0
839238;80881173;0.0;;01/03/2017 10:10:27;01/03/2017 10:10:27;Ck : Perronspoor ernstig vervuild door afval. Gaarne afval verwijderen.;;Ck : Perronspoor ernstig vervuild door a;;27B;49;49.0;10894287.0;SPOORTAK;049 312A 31.070-31.862 TAK;31070.0;31862.0;4.0;;MINB PAGE;;;00/00/0000;01/03/2017 10:10:27;01/03/2017 10:12:01;27B;49;49.0;10894287.0;SPOORTAK;049 312A 31.070-31.862 TAK;S171;STAK0003;31070.0;31862.0;;;;;;ONR-DERD;150.0; storing doorgegeven aan snelherstel;ONREGDER;T;;;;4.0;;N;N;;0;NB;0,00;;01/03/2017;10:10:26;01/03/2017;10:10:27;;;27.0;049-301-1000000748;B;27.0;049-301-1000000748;B;01/03/2017;10:10:27;01/03/2017;10:12:01;0.0;;;0;0.0;00/00/0000;00:00:00;16/03/2017;;;;N;;;00:00:00;01/03/2017 10:10:26;0.0;;3.0;TAOG CAOG CAON AKOG;;;storing doorgegeven aan snelherstel;;;0.0;;;;;;;;;;00/00/0000;00:00:00;049_34L_31.0;7;2017;17/07/2017 09:25:15;E:\Informatica\Inbox\Informatica\SAP\Storingen\20170717092515_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;162293;3731541;17/07/2017 09:27:43;0
839240;80881174;0.0;;01/03/2017 10:36:01;01/03/2017 10:36:01;VZ : Omroep gestoord.;;VZ : Omroep gestoord.;;58T;205;205.0;11237522.0;OMROEPOP;Vz Omroep OP;12450.0;12450.0;4.0;;MINB;;;00/00/0000;01/03/2017 10:36:05;01/03/2017 10:36:58;58T;205;205.0;11237522.0;OMROEPOP;Vz Omroep OP;;;12450.0;12450.0;;;;;;TECHONV;221.0; OPC gereset. Storing eruit OPC gereset. Storing eruit;;;;;;1.0;;N;N;;0;B;0,00;;01/03/2017;10:36:01;01/03/2017;10:36:01;;;58.0;205-802-1000088752;T;58.0;205-802-1000088752;T;01/03/2017;10:36:05;01/03/2017;10:36:58;0.0;;;0;0.0;00/00/0000;00:00:00;;;;;N;;;00:00:00;01/03/2017 10:36:01;0.0;;2.0;TAON;;;OPC gereset. Storing eruit;;;0.0;;;;;;;;;;00/00/0000;00:00:00;VZ;7;2017;17/07/2017 09:25:15;E:\Informatica\Inbox\Informatica\SAP\Storingen\20170717092515_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;162293;3731542;17/07/2017 09:27:43;0
839242;80881175;0.0;;01/03/2017 10:16:47;01/03/2017 10:16:47;Kfh : Kijfdis computer problemen.;;Kfh : Kijfdis computer problemen.;;05S;924;924.0;10565532.0;KIJFDIS;KijfDIS werkplek;0.0;0.0;5.0;;MAFS;;;00/00/0000;01/03/2017 10:17:22;01/03/2017 10:30:00;05S;924;924.0;10565532.0;KIJFDIS;KijfDIS werkplek;;;0.0;0.0;01/03/2017 11:26:00;01/03/2017 11:26:17;;;;TECHONV;215.0; Gestoord object: TECHN.GEBOUW CENTR-V-VL Gestoord object: TECHN.GEBOUW CENTR-V-VL-KFH. Gestoord onderdeel: Overige onderdelen. Pc defect. Geschouwd, Nawerk nieuwe pc bestell en. (MA ivm Prorail worden er twee nieuwe werkplekken besteld 1x reserve op post 7200-01)  924 KijfDIS werkplek D Jonker 0655744549;;;;;01/03/2017 10:16:47;1.0;;N;N;;0;B;0,00;;01/03/2017;10:16:47;01/03/2017;10:16:47;;;5.0;924-307-1000093984;S;5.0;924-307-1000093984;S;01/03/2017;10:17:22;01/03/2017;10:30:00;0.0;;;0;1.0;01/03/2017;10:16:47;14/03/2017;;;;N;14/03/2017 10:22:57;14/03/2017;10:22:57;01/03/2017 10:16:47;0.0;;5.0;TAOG;;;Gestoord object: TECHN.GEBOUW CENTR-V-VL;;;0.0;;;;;;;;;;01/03/2017;15:15:01;;7;2017;17/07/2017 09:25:15;E:\Informatica\Inbox\Informatica\SAP\Storingen\20170717092515_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;162293;3731543;17/07/2017 09:27:43;0
839244;80881178;0.0;;01/03/2017 10:44:00;01/03/2017 10:44:00;Ut : I+ 15491 een kant op zwart.;;Ut : I+ 15491 een kant op zwart.;;51T;531;531.0;11554769.0;VISUELERIS;Ut PV-2C-sp14b-1(15491);35100.0;35100.0;4.0;;MINB;;;00/00/0000;01/03/2017 10:44:02;01/03/2017 10:44:59;51T;531;531.0;11554769.0;VISUELERIS;Ut PV-2C-sp14b-1(15491);;;35100.0;35100.0;;;;;;TECHONV;221.0; backlight stond uit, deze aangezet backlight stond uit, deze aangezet;;;;;;1.0;;N;N;;0;B;0,00;;01/03/2017;10:44:00;01/03/2017;10:44:00;;;51.0;531-808-1000134856;T;51.0;531-808-1000134856;T;01/03/2017;10:44:02;01/03/2017;10:44:59;0.0;;;0;0.0;00/00/0000;00:00:00;;;;;N;;;00:00:00;01/03/2017 10:44:00;0.0;;4.0;TAON;;;backlight stond uit, deze aangezet;;;0.0;;;;;;;;;;00/00/0000;00:00:00;UT;7;2017;17/07/2017 09:25:15;E:\Informatica\Inbox\Informatica\SAP\Storingen\20170717092515_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;162293;3731544;17/07/2017 09:27:43;0
839246;80881179;0.0;;01/03/2017 10:55:59;01/03/2017 10:55:59;Asdm : RH 30 Cruqiuskade. De pomp werkt waarschijnlijk niet naar behoren waardoor er water in de kruipruimte staat.;;Asdm : RH 30 Cruqiuskade. De pomp werkt;;09G;588;588.0;10242341.0;GEBOUW;RH30 Asdm;2965.0;2965.0;4.0;;MINB PAGE;;;00/00/0000;01/03/2017 10:56:21;01/03/2017 12:30:00;09G;588;588.0;10242341.0;GEBOUW;RH30 Asdm;;;2965.0;2965.0;;;;;;ONR-DERD;151.0; Gestoord object: RH 30. Gestoord onderde Gestoord object: RH 30. Gestoord onderdeel: Overige onderdelen. Zie rvo 80882749 RVO afgesloten.  588 RH30 Asdm H Potma;ONREGDER;T;NAAM: Onbekend;;;1.0;;N;N;;0;NB;0,00;;01/03/2017;10:55:58;01/03/2017;10:55:59;;;9.0;588-105-1000004438;G;9.0;588-105-1000004438;G;01/03/2017;10:56:21;01/03/2017;12:30:00;0.0;;;0;0.0;00/00/0000;00:00:00;;;;;N;;;00:00:00;01/03/2017 10:55:58;0.0;;4.0;TAON;;;Gestoord object: RH 30. Gestoord onderde;;;0.0;;;;;;;;;;00/00/0000;00:00:00;NIET VAN TOEPASSING;7;2017;17/07/2017 09:25:15;E:\Informatica\Inbox\Informatica\SAP\Storingen\20170717092515_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;162293;3731545;17/07/2017 09:27:43;0
839248;80881182;0.0;;01/03/2017 10:58:49;01/03/2017 10:58:49;Alm : RH 20 zekering los van LAT AI klem 49. Henk de Haan is op de hoogte.;;Alm : RH 20 zekering los van LAT AI klem;;11S;135;135.0;10282715.0;TREINBEINV;ATB-EG Wpa-Llsa;0.0;0.0;2.0;;MINB;;;00/00/0000;01/03/2017 10:58:59;01/03/2017 11:10:00;11S;135;135.0;11587791.0;INTLOCKUNT;135 PLC interlocking RH20 Alm;2549;ELBVEBS;0.0;0.0;01/03/2017 11:15:00;01/03/2017 11:18:20;;;;TECHONV;221.0; Gestoord object: RH 20 ALM CS KM 15.075. Gestoord object: RH 20 ALM CS KM 15.075. Gestoord onderdeel: Overige onderdelen. Zekering los rekl AI klem 49 rh20 Treinverkeer heef t geen last. Het betreft linker spoor. 02-03-2017 11:15uur Zekering opieuw vastgezet.  135 ATB-EG Wpa-Llsa A v d Donk 0645648631;;;;;;1.0;;N;N;;0;B;0,00;;01/03/2017;10:58:48;01/03/2017;10:58:49;;;11.0;135-605-1000076637;S;11.0;135-602-1000317218;S;01/03/2017;10:58:59;01/03/2017;11:10:00;0.0;;;0;1.0;00/00/0000;00:00:00;16/03/2017;;;;N;;;00:00:00;01/03/2017 10:58:48;0.0;;4.0;TAOG;;;Gestoord object: RH 20 ALM CS KM 15.075.;;;0.0;;;;;;;;;;00/00/0000;00:00:00;;7;2017;17/07/2017 09:25:15;E:\Informatica\Inbox\Informatica\SAP\Storingen\20170717092515_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;162293;3731546;17/07/2017 09:27:43;0
839253;80881184;0.0;;01/03/2017 11:18:11;01/03/2017 11:18:11;Wt-Rm : Km 75.7 drainagedeksel ontvreemd. Roy Peters is op de hoogte.;;Wt-Rm : Km 75.7 drainagedeksel ontvreemd;;25B;59;59.0;11162629.0;SPOORTAK;059 EF 65.100-80.776 TAK;65100.0;80776.0;5.0;;MAFS PAGE;;;00/00/0000;01/03/2017 11:18:22;01/03/2017 11:22:00;25B;59;59.0;10145329.0;OVERWEG;AHOB 75.7 WT-RM Stapperstraat;;;75769.0;75769.0;01/03/2017 11:30:00;01/03/2017 11:23:42;;;;ONR-DERD;151.0; Gestoord object: OBJECT 059 ONBEKEND. Ge Gestoord object: OBJECT 059 ONBEKEND. Gestoord onderdeel: overige onderdelen. Km 75.7 Drainage deksel ontvreemd. Deksel bestellen en plaatsen. Herstel heeft plaats gevonden. Deksel is opnieuw aangebracht.  059 059 EF 65.100-80.776 TAK E Dekkers 0652179265;ONREGDER;T;NAAM: Onbekend;;01/03/2017 12:00:01;1.0;;N;N;;0;NB;0,00;;01/03/2017;11:18:11;01/03/2017;11:18:11;;;25.0;059-301-1000043615;B;25.0;059-204-1000040719;B;01/03/2017;11:18:22;01/03/2017;11:22:00;0.0;;;0;1.0;01/03/2017;12:00:01;31/05/2017;;;;N;31/05/2017 11:36:18;31/05/2017;11:36:18;01/03/2017 11:18:11;0.0;;3.0;TAOG;;;Gestoord object: OBJECT 059 ONBEKEND. Ge;;;0.0;;;;;;;;;;03/03/2017;12:00:01;75.7;7;2017;17/07/2017 09:25:15;E:\Informatica\Inbox\Informatica\SAP\Storingen\20170717092515_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;162293;3731548;17/07/2017 09:27:43;0
839255;80881185;0.0;;01/03/2017 11:30:04;01/03/2017 11:30:04;Srn : Tijdklok bij Kiosk onjuiste tijd.;;Srn : Tijdklok bij Kiosk onjuiste tijd.;;63T;62;62.0;10121938.0;TIJDKLOK;Srn Uurwerk gevel Sextant;28547.0;28547.0;4.0;;MINB;;;00/00/0000;01/03/2017 11:30:07;01/03/2017 11:30:54;63T;62;62.0;10121938.0;TIJDKLOK;Srn Uurwerk gevel Sextant;;;28547.0;28547.0;;;;;;TECHONV;221.0; op tijd gezet. op tijd gezet.;;;;;;1.0;;N;N;;0;B;0,00;;01/03/2017;11:30:04;01/03/2017;11:30:04;;;63.0;062-805-1000052317;T;63.0;062-805-1000052317;T;01/03/2017;11:30:07;01/03/2017;11:30:54;0.0;;;0;0.0;00/00/0000;00:00:00;;;;;N;;;00:00:00;01/03/2017 11:30:04;0.0;;3.0;TAON;;;op tijd gezet.;;;0.0;;;;;;;;;;00/00/0000;00:00:00;SRN;7;2017;17/07/2017 09:25:15;E:\Informatica\Inbox\Informatica\SAP\Storingen\20170717092515_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;162293;3731549;17/07/2017 09:27:43;0
839257;80881186;0.0;;01/03/2017 11:47:22;01/03/2017 11:47:22;Gn : Ovw 79.9 gat in asfalt, daardoor val gevaar.;;Gn : Ovw 79.9 gat in asfalt, daardoor va;;37S;501;501.0;10211235.0;OVERWEG;AHOB 79.9 GN PATERSWOLDSEWEG;79914.0;79914.0;5.0;;MINB PAGE;;;00/00/0000;01/03/2017 11:47:23;01/03/2017 13:00:00;37B;501;501.0;10211235.0;OVERWEG;AHOB 79.9 GN PATERSWOLDSEWEG;O181;OBVL0001;79915.0;79915.0;01/03/2017 13:30:01;01/03/2017 12:11:19;;;;ONR-DERD;140.0; verkeer;ONREGDER;T;niet bekend;;01/03/2017 12:15:01;1.0;;N;N;;0;NB;0,00;;01/03/2017;11:47:22;01/03/2017;11:47:22;;;37.0;501-204-1000048805;S;37.0;501-204-1000048805;B;01/03/2017;11:47:23;01/03/2017;13:00:00;0.0;;;0;2.0;01/03/2017;12:15:01;;;;;N;;;00:00:00;01/03/2017 11:47:22;0.0;;2.0;IN5  CAOG CAON AKOG;;;verkeer;;;0.0;;;;;;;;;;01/03/2017;17:00:01;79.9;7;2017;17/07/2017 09:25:15;E:\Informatica\Inbox\Informatica\SAP\Storingen\20170717092515_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;162293;3731550;17/07/2017 09:27:43;0
